ts,arena-loadtest-api-1_cpu,arena-loadtest-api-1_mem_mib,arena-loadtest-worker-1_cpu,arena-loadtest-worker-1_mem_mib,arena-loadtest-db-1_cpu,arena-loadtest-db-1_mem_mib,arena-loadtest-stripe_stub-1_cpu,arena-loadtest-stripe_stub-1_mem_mib,arena-loadtest-traefik-1_cpu,arena-loadtest-traefik-1_mem_mib,conns,active,waiting_on_lock,longest_tx_s,deadlocks_total,outbox_backlog,jobs_pending,delivery_pending,dead_letters,expired_unreleased,db_mb
2026-09-22T18:17:52.734Z,27.72,39.5,1.89,12.6,55.13,280.4,0.25,9.7,16.63,136.3,23,2,0,0,0,7,6,0,0,0,50
2026-09-22T18:18:07.736Z,23.74,39.1,1.96,12.6,54.35,281.2,0.22,10.6,18.65,136.7,23,2,0,0,0,0,10,0,0,0,51
2026-09-22T18:18:22.738Z,24.03,34.2,2.21,12.6,52.65,281.9,0.22,10.5,12.61,150.4,23,1,0,0,0,4,6,0,0,0,51
2026-09-22T18:18:37.740Z,25.48,33.0,2.43,12.6,55.13,282.0,0.26,10.5,13.22,141.9,23,2,0,0,0,4,10,0,0,0,52
2026-09-22T18:18:52.742Z,28.95,32.4,1.97,12.7,61.55,282.8,2.81,10.3,15.16,137.6,23,1,0,0,0,3,8,0,0,0,52
2026-09-22T18:19:07.744Z,24.63,32.1,2.40,12.7,56.59,283.4,0.23,10.3,12.15,137.6,23,1,0,0,0,8,4,0,0,0,53
2026-09-22T18:19:22.746Z,28.66,32.1,3.48,12.7,68.81,284.2,3.04,10.2,15.12,137.6,23,2,0,0,0,2,11,4,0,0,53
2026-09-22T18:19:37.758Z,26.73,32.3,2.30,12.7,62.08,284.6,2.91,11.1,14.49,137.6,23,3,0,0,0,4,6,0,0,0,54
2026-09-22T18:19:52.760Z,27.39,32.3,0.74,12.7,59.61,285.5,2.71,10.8,16.33,136.4,23,1,0,0,0,2,4,0,0,0,54
2026-09-22T18:20:07.762Z,26.21,32.3,2.96,12.7,61.74,286.3,2.85,10.2,16.53,136.4,23,5,0,0,0,4,6,0,0,0,55
